WARNING: --max-time is deprecated, use --time instead
sysbench 1.0.11 (using system LuaJIT 2.1.0-beta3)

Running the test with following options:
Number of threads: 200
Report intermediate results every 3 second(s)
Initializing random number generator from current time

Forcing shutdown in 1801 seconds

Initializing worker threads...

Threads started!

[ 3s ] thds: 200 tps: 54.58 qps: 514.85 (r/w/o: 0.00/339.13/175.72) lat (ms,95%): 2778.39 err/s: 0.00 reconn/s: 0.00
[ 6s ] thds: 200 tps: 64.02 qps: 385.76 (r/w/o: 0.00/257.73/128.03) lat (ms,95%): 4599.99 err/s: 0.00 reconn/s: 0.00
[ 9s ] thds: 200 tps: 53.33 qps: 309.96 (r/w/o: 0.00/203.31/106.65) lat (ms,95%): 7215.39 err/s: 0.00 reconn/s: 0.00
[ 12s ] thds: 200 tps: 52.33 qps: 317.00 (r/w/o: 0.00/212.33/104.67) lat (ms,95%): 7615.89 err/s: 0.00 reconn/s: 0.00
[ 15s ] thds: 200 tps: 31.00 qps: 201.35 (r/w/o: 0.00/139.35/62.01) lat (ms,95%): 7615.89 err/s: 0.00 reconn/s: 0.00
[ 18s ] thds: 200 tps: 57.00 qps: 334.64 (r/w/o: 0.00/220.65/113.99) lat (ms,95%): 7754.26 err/s: 0.00 reconn/s: 0.00
[ 21s ] thds: 200 tps: 33.00 qps: 199.36 (r/w/o: 0.00/133.35/66.01) lat (ms,95%): 7479.98 err/s: 0.00 reconn/s: 0.00
[ 24s ] thds: 200 tps: 86.33 qps: 521.98 (r/w/o: 0.00/349.32/172.66) lat (ms,95%): 8184.67 err/s: 0.00 reconn/s: 0.00
[ 27s ] thds: 200 tps: 67.00 qps: 390.65 (r/w/o: 0.00/256.66/134.00) lat (ms,95%): 5507.54 err/s: 0.00 reconn/s: 0.00
[ 30s ] thds: 200 tps: 40.00 qps: 246.35 (r/w/o: 0.00/166.34/80.01) lat (ms,95%): 7754.26 err/s: 0.00 reconn/s: 0.00
[ 33s ] thds: 200 tps: 79.66 qps: 464.96 (r/w/o: 0.00/305.64/159.32) lat (ms,95%): 7086.63 err/s: 0.00 reconn/s: 0.00
[ 36s ] thds: 200 tps: 51.00 qps: 312.66 (r/w/o: 0.00/210.66/102.00) lat (ms,95%): 6835.96 err/s: 0.00 reconn/s: 0.00
[ 39s ] thds: 200 tps: 42.00 qps: 257.36 (r/w/o: 0.00/173.35/84.01) lat (ms,95%): 6713.97 err/s: 0.00 reconn/s: 0.00
[ 42s ] thds: 200 tps: 40.00 qps: 241.66 (r/w/o: 0.00/161.66/80.00) lat (ms,95%): 7346.49 err/s: 0.00 reconn/s: 0.00
[ 45s ] thds: 200 tps: 60.34 qps: 367.36 (r/w/o: 0.00/246.68/120.67) lat (ms,95%): 7754.26 err/s: 0.00 reconn/s: 0.00
[ 48s ] thds: 200 tps: 49.33 qps: 276.66 (r/w/o: 0.00/177.99/98.66) lat (ms,95%): 7895.16 err/s: 0.00 reconn/s: 0.00
[ 51s ] thds: 200 tps: 59.00 qps: 362.32 (r/w/o: 0.00/244.32/117.99) lat (ms,95%): 8038.61 err/s: 0.00 reconn/s: 0.00
[ 54s ] thds: 200 tps: 52.99 qps: 312.96 (r/w/o: 0.00/206.97/105.99) lat (ms,95%): 6135.91 err/s: 0.00 reconn/s: 0.00
[ 57s ] thds: 200 tps: 62.34 qps: 376.03 (r/w/o: 0.00/251.35/124.68) lat (ms,95%): 7754.26 err/s: 0.00 reconn/s: 0.00
[ 60s ] thds: 200 tps: 50.00 qps: 302.35 (r/w/o: 0.00/202.34/100.00) lat (ms,95%): 6713.97 err/s: 0.00 reconn/s: 0.00
[ 63s ] thds: 200 tps: 105.05 qps: 627.61 (r/w/o: 0.00/417.52/210.09) lat (ms,95%): 6476.48 err/s: 0.00 reconn/s: 0.00
[ 66s ] thds: 200 tps: 61.97 qps: 370.50 (r/w/o: 0.00/246.56/123.94) lat (ms,95%): 5217.92 err/s: 0.00 reconn/s: 0.00
[ 69s ] thds: 200 tps: 33.33 qps: 206.34 (r/w/o: 0.00/139.67/66.67) lat (ms,95%): 6476.48 err/s: 0.00 reconn/s: 0.00
[ 72s ] thds: 200 tps: 50.66 qps: 300.66 (r/w/o: 0.00/199.33/101.33) lat (ms,95%): 7754.26 err/s: 0.00 reconn/s: 0.00
[ 75s ] thds: 200 tps: 31.00 qps: 194.66 (r/w/o: 0.00/132.66/62.00) lat (ms,95%): 8638.96 err/s: 0.00 reconn/s: 0.00
[ 78s ] thds: 200 tps: 85.01 qps: 472.70 (r/w/o: 0.00/302.69/170.01) lat (ms,95%): 7754.26 err/s: 0.00 reconn/s: 0.00
